"rt","url","trial_type","trial_index","time_elapsed","internal_node_id","encryptedProlificId","studyId","sessionId","expIndex","round1_outcomes","round2_outcomes","round3_outcomes","round1_o","round2_o","round3_o","round1_reward","round2_reward","round3_reward","success","view_history","stimulus","key_press","responses","question_order","datapipe_meta.attributes.date_modified"
"1675","http://localhost:3000/index1?PROLIFIC_PID=REDACTED","external-html",0,1769,"0.0-0.0","jU6b/7dY5QYAhk43NQBVyn4ieRsqQOweaaYqY0JOJAWaD1TZnvV8EIkGuxxXlh2wxy1+lVYAlh1xyOdWlZgaw172ghjcg+oE+Va2N6uPJtuF6/PqEquuXVXFg3+LG1+qdvA4SGz/0OdDiTH82o2S9QluJ6BdOJjrDXoNG7A79a5nvEXSqUYU8LhNHjzb+6gO/tM1jIXZgtWBFHggTJ3KYUAIojNs2ADuEytHAywuJ/qrckh5R/gt95Sv6OgVBy+hWDIMTFIljQfAU9D8Wl7s7c9PAFYwhvm4VnwLRjbjXrAJ3E60HH1NxeRAU3DxY4MbwGL/Pu+NWBju+yT/X6gulg==",NA,NA,"index1","<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:green'>Lift","<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:green'>Lift","<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift","0,0,1,1,0,0,0,0,0,1,0,1","0,0,1,1,1,1,1,0,1,1,0,1","0,1,1,0,1,1",10,20,20,"","",NA,"","","",2025-11-18 23:23:00
"","http://localhost:3000/index1?PROLIFIC_PID=REDACTED","fullscreen",1,3639,"0.0-1.0","jU6b/7dY5QYAhk43NQBVyn4ieRsqQOweaaYqY0JOJAWaD1TZnvV8EIkGuxxXlh2wxy1+lVYAlh1xyOdWlZgaw172ghjcg+oE+Va2N6uPJtuF6/PqEquuXVXFg3+LG1+qdvA4SGz/0OdDiTH82o2S9QluJ6BdOJjrDXoNG7A79a5nvEXSqUYU8LhNHjzb+6gO/tM1jIXZgtWBFHggTJ3KYUAIojNs2ADuEytHAywuJ/qrckh5R/gt95Sv6OgVBy+hWDIMTFIljQfAU9D8Wl7s7c9PAFYwhvm4VnwLRjbjXrAJ3E60HH1NxeRAU3DxY4MbwGL/Pu+NWBju+yT/X6gulg==",NA,NA,"index1","<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:green'>Lift","<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:green'>Lift","<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift","0,0,1,1,0,0,0,0,0,1,0,1","0,0,1,1,1,1,1,0,1,1,0,1","0,1,1,0,1,1",10,20,20,"true","",NA,"","","",2025-11-18 23:23:00
"8762","http://localhost:3000/index1?PROLIFIC_PID=REDACTED","instructions",2,12403,"0.0-2.0","jU6b/7dY5QYAhk43NQBVyn4ieRsqQOweaaYqY0JOJAWaD1TZnvV8EIkGuxxXlh2wxy1+lVYAlh1xyOdWlZgaw172ghjcg+oE+Va2N6uPJtuF6/PqEquuXVXFg3+LG1+qdvA4SGz/0OdDiTH82o2S9QluJ6BdOJjrDXoNG7A79a5nvEXSqUYU8LhNHjzb+6gO/tM1jIXZgtWBFHggTJ3KYUAIojNs2ADuEytHAywuJ/qrckh5R/gt95Sv6OgVBy+hWDIMTFIljQfAU9D8Wl7s7c9PAFYwhvm4VnwLRjbjXrAJ3E60HH1NxeRAU3DxY4MbwGL/Pu+NWBju+yT/X6gulg==",NA,NA,"index1","<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:green'>Lift","<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:green'>Lift","<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift","0,0,1,1,0,0,0,0,0,1,0,1","0,0,1,1,1,1,1,0,1,1,0,1","0,1,1,0,1,1",10,20,20,"","[{""page_index"":0,""viewing_time"":3027},{""page_index"":1,""viewing_time"":884},{""page_index"":2,""viewing_time"":568},{""page_index"":3,""viewing_time"":1115},{""page_index"":4,""viewing_time"":734},{""page_index"":5,""viewing_time"":799},{""page_index"":6,""viewing_time"":1635}]",NA,"","","",2025-11-18 23:23:00
"null","http://localhost:3000/index1?PROLIFIC_PID=REDACTED","html-keyboard-response",3,13410,"0.0-3.0","jU6b/7dY5QYAhk43NQBVyn4ieRsqQOweaaYqY0JOJAWaD1TZnvV8EIkGuxxXlh2wxy1+lVYAlh1xyOdWlZgaw172ghjcg+oE+Va2N6uPJtuF6/PqEquuXVXFg3+LG1+qdvA4SGz/0OdDiTH82o2S9QluJ6BdOJjrDXoNG7A79a5nvEXSqUYU8LhNHjzb+6gO/tM1jIXZgtWBFHggTJ3KYUAIojNs2ADuEytHAywuJ/qrckh5R/gt95Sv6OgVBy+hWDIMTFIljQfAU9D8Wl7s7c9PAFYwhvm4VnwLRjbjXrAJ3E60HH1NxeRAU3DxY4MbwGL/Pu+NWBju+yT/X6gulg==",NA,NA,"index1","<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:green'>Lift","<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:green'>Lift","<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift","0,0,1,1,0,0,0,0,0,1,0,1","0,0,1,1,1,1,1,0,1,1,0,1","0,1,1,0,1,1",10,20,20,"","",NA,"null","","",2025-11-18 23:23:00
"6207","http://localhost:3000/index1?PROLIFIC_PID=REDACTED","survey-multi-choice",4,19620,"0.0-4.0","jU6b/7dY5QYAhk43NQBVyn4ieRsqQOweaaYqY0JOJAWaD1TZnvV8EIkGuxxXlh2wxy1+lVYAlh1xyOdWlZgaw172ghjcg+oE+Va2N6uPJtuF6/PqEquuXVXFg3+LG1+qdvA4SGz/0OdDiTH82o2S9QluJ6BdOJjrDXoNG7A79a5nvEXSqUYU8LhNHjzb+6gO/tM1jIXZgtWBFHggTJ3KYUAIojNs2ADuEytHAywuJ/qrckh5R/gt95Sv6OgVBy+hWDIMTFIljQfAU9D8Wl7s7c9PAFYwhvm4VnwLRjbjXrAJ3E60HH1NxeRAU3DxY4MbwGL/Pu+NWBju+yT/X6gulg==",NA,NA,"index1","<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:green'>Lift","<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:green'>Lift","<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift","0,0,1,1,0,0,0,0,0,1,0,1","0,0,1,1,1,1,1,0,1,1,0,1","0,1,1,0,1,1",10,20,20,"","",NA,"","{""Q0"":""It consists of multiple contests, each contest with one round."",""Q1"":""When a new contest begins."",""Q2"":""The box weight changes across contests, but not across rounds within each contest."",""Q3"":""Each will get $20."",""Q4"":""How close my guesses are to the actual outcome.""}","[0,1,2,3,4]",2025-11-18 23:23:00
