"rt","url","trial_type","trial_index","time_elapsed","internal_node_id","encryptedProlificId","studyId","sessionId","expIndex","round1_outcomes","round2_outcomes","round3_outcomes","round1_o","round2_o","round3_o","round1_reward","round2_reward","round3_reward","success","view_history","stimulus","key_press","responses","question_order","button_pressed","datapipe_meta.attributes.date_modified"
"5083.800000000745","https://psyc-201.github.io/xiang2023/exp/index1.html?PROLIFIC_PID=REDACTED&STUDY_ID=691f8ca61c6b4dcbb0aeb5f4&SESSION_ID=691fb852ae716b7197e6776f","external-html",0,5149,"0.0-0.0","h6L6oxR23/extjv/bLUzheDXAsFYZPlNStw+dKcsL7tOPakMAMyrYyZpFaRDA6Yp3gEy9e26Uv+RGBLQ0sieWOC3t8u+flI4/IExq2pXn8oVwE1lAibdPeK0vB0wgHAit0wnvM9rFoBu7eK92byvV6g8R/BEAroRW1TSPH0TEU2NA+FbY0tv/DI4VyOXo2yvOMA+fNje9wIavXzW9T9+jD0GK6okB9THtgxTyfA4XDULOplIJXdOToOBnrUgpqom9Dw2U3QjhR9O6p9L2rTuL1k9SENtQ+VMwJzg8LXXvzRFwEnBcu7qeVFX6K+YvR6O8/oJ3Na4kvm2kZ+bcuzr7A==","691f8ca61c6b4dcbb0aeb5f4","691fb852ae716b7197e6776f","index1","<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:green'>Lift","<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:green'>Lift","<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift","0,0,1,1,0,0,0,0,1,0,0,1","0,0,1,1,1,1,0,1,1,1,0,1","0,1,1,0,1,1",10,20,20,"","","","","","",NA,2025-11-21 00:57:28
"","https://psyc-201.github.io/xiang2023/exp/index1.html?PROLIFIC_PID=REDACTED&STUDY_ID=691f8ca61c6b4dcbb0aeb5f4&SESSION_ID=691fb852ae716b7197e6776f","fullscreen",1,7669,"0.0-1.0","h6L6oxR23/extjv/bLUzheDXAsFYZPlNStw+dKcsL7tOPakMAMyrYyZpFaRDA6Yp3gEy9e26Uv+RGBLQ0sieWOC3t8u+flI4/IExq2pXn8oVwE1lAibdPeK0vB0wgHAit0wnvM9rFoBu7eK92byvV6g8R/BEAroRW1TSPH0TEU2NA+FbY0tv/DI4VyOXo2yvOMA+fNje9wIavXzW9T9+jD0GK6okB9THtgxTyfA4XDULOplIJXdOToOBnrUgpqom9Dw2U3QjhR9O6p9L2rTuL1k9SENtQ+VMwJzg8LXXvzRFwEnBcu7qeVFX6K+YvR6O8/oJ3Na4kvm2kZ+bcuzr7A==","691f8ca61c6b4dcbb0aeb5f4","691fb852ae716b7197e6776f","index1","<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:green'>Lift","<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:green'>Lift","<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift","0,0,1,1,0,0,0,0,1,0,0,1","0,0,1,1,1,1,0,1,1,1,0,1","0,1,1,0,1,1",10,20,20,"true","","","","","",NA,2025-11-21 00:57:28
"78331.39999999851","https://psyc-201.github.io/xiang2023/exp/index1.html?PROLIFIC_PID=REDACTED&STUDY_ID=691f8ca61c6b4dcbb0aeb5f4&SESSION_ID=691fb852ae716b7197e6776f","instructions",2,86002,"0.0-2.0","h6L6oxR23/extjv/bLUzheDXAsFYZPlNStw+dKcsL7tOPakMAMyrYyZpFaRDA6Yp3gEy9e26Uv+RGBLQ0sieWOC3t8u+flI4/IExq2pXn8oVwE1lAibdPeK0vB0wgHAit0wnvM9rFoBu7eK92byvV6g8R/BEAroRW1TSPH0TEU2NA+FbY0tv/DI4VyOXo2yvOMA+fNje9wIavXzW9T9+jD0GK6okB9THtgxTyfA4XDULOplIJXdOToOBnrUgpqom9Dw2U3QjhR9O6p9L2rTuL1k9SENtQ+VMwJzg8LXXvzRFwEnBcu7qeVFX6K+YvR6O8/oJ3Na4kvm2kZ+bcuzr7A==","691f8ca61c6b4dcbb0aeb5f4","691fb852ae716b7197e6776f","index1","<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:green'>Lift","<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:green'>Lift","<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift","0,0,1,1,0,0,0,0,1,0,0,1","0,0,1,1,1,1,0,1,1,1,0,1","0,1,1,0,1,1",10,20,20,"","[{""page_index"":0,""viewing_time"":16528.5},{""page_index"":1,""viewing_time"":16168.39999999851},{""page_index"":2,""viewing_time"":6883.5},{""page_index"":3,""viewing_time"":18466.800000000745},{""page_index"":4,""viewing_time"":5350.699999999255},{""page_index"":5,""viewing_time"":9882.699999999255},{""page_index"":6,""viewing_time"":5050.300000000745}]","","","","",NA,2025-11-21 00:57:28
"null","https://psyc-201.github.io/xiang2023/exp/index1.html?PROLIFIC_PID=REDACTED&STUDY_ID=691f8ca61c6b4dcbb0aeb5f4&SESSION_ID=691fb852ae716b7197e6776f","html-keyboard-response",3,87005,"0.0-3.0","h6L6oxR23/extjv/bLUzheDXAsFYZPlNStw+dKcsL7tOPakMAMyrYyZpFaRDA6Yp3gEy9e26Uv+RGBLQ0sieWOC3t8u+flI4/IExq2pXn8oVwE1lAibdPeK0vB0wgHAit0wnvM9rFoBu7eK92byvV6g8R/BEAroRW1TSPH0TEU2NA+FbY0tv/DI4VyOXo2yvOMA+fNje9wIavXzW9T9+jD0GK6okB9THtgxTyfA4XDULOplIJXdOToOBnrUgpqom9Dw2U3QjhR9O6p9L2rTuL1k9SENtQ+VMwJzg8LXXvzRFwEnBcu7qeVFX6K+YvR6O8/oJ3Na4kvm2kZ+bcuzr7A==","691f8ca61c6b4dcbb0aeb5f4","691fb852ae716b7197e6776f","index1","<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:green'>Lift","<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:green'>Lift","<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift","0,0,1,1,0,0,0,0,1,0,0,1","0,0,1,1,1,1,0,1,1,1,0,1","0,1,1,0,1,1",10,20,20,"",""," ","null","","",NA,2025-11-21 00:57:28
"22395.800000000745","https://psyc-201.github.io/xiang2023/exp/index1.html?PROLIFIC_PID=REDACTED&STUDY_ID=691f8ca61c6b4dcbb0aeb5f4&SESSION_ID=691fb852ae716b7197e6776f","survey-multi-choice",4,109404,"0.0-4.0","h6L6oxR23/extjv/bLUzheDXAsFYZPlNStw+dKcsL7tOPakMAMyrYyZpFaRDA6Yp3gEy9e26Uv+RGBLQ0sieWOC3t8u+flI4/IExq2pXn8oVwE1lAibdPeK0vB0wgHAit0wnvM9rFoBu7eK92byvV6g8R/BEAroRW1TSPH0TEU2NA+FbY0tv/DI4VyOXo2yvOMA+fNje9wIavXzW9T9+jD0GK6okB9THtgxTyfA4XDULOplIJXdOToOBnrUgpqom9Dw2U3QjhR9O6p9L2rTuL1k9SENtQ+VMwJzg8LXXvzRFwEnBcu7qeVFX6K+YvR6O8/oJ3Na4kvm2kZ+bcuzr7A==","691f8ca61c6b4dcbb0aeb5f4","691fb852ae716b7197e6776f","index1","<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:green'>Lift","<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:green'>Lift","<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift","0,0,1,1,0,0,0,0,1,0,0,1","0,0,1,1,1,1,0,1,1,1,0,1","0,1,1,0,1,1",10,20,20,"","","","","{""Q0"":""It consists of multiple contests, each contest with three rounds."",""Q1"":""Contestants are always the same across contests."",""Q2"":""The box weight always stays the same (equivalent to strength of 5)."",""Q3"":""Each will get $20."",""Q4"":""How close my guesses are to the actual outcome.""}","[0,1,2,3,4]",NA,2025-11-21 00:57:28
"2411.5","https://psyc-201.github.io/xiang2023/exp/index1.html?PROLIFIC_PID=REDACTED&STUDY_ID=691f8ca61c6b4dcbb0aeb5f4&SESSION_ID=691fb852ae716b7197e6776f","html-button-response",5,111818,"0.0-5.0-1.0","h6L6oxR23/extjv/bLUzheDXAsFYZPlNStw+dKcsL7tOPakMAMyrYyZpFaRDA6Yp3gEy9e26Uv+RGBLQ0sieWOC3t8u+flI4/IExq2pXn8oVwE1lAibdPeK0vB0wgHAit0wnvM9rFoBu7eK92byvV6g8R/BEAroRW1TSPH0TEU2NA+FbY0tv/DI4VyOXo2yvOMA+fNje9wIavXzW9T9+jD0GK6okB9THtgxTyfA4XDULOplIJXdOToOBnrUgpqom9Dw2U3QjhR9O6p9L2rTuL1k9SENtQ+VMwJzg8LXXvzRFwEnBcu7qeVFX6K+YvR6O8/oJ3Na4kvm2kZ+bcuzr7A==","691f8ca61c6b4dcbb0aeb5f4","691fb852ae716b7197e6776f","index1","<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:green'>Lift","<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:green'>Lift","<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift","0,0,1,1,0,0,0,0,1,0,0,1","0,0,1,1,1,1,0,1,1,1,0,1","0,1,1,0,1,1",10,20,20,"","","<p> Oops! You did not pass the comprehension check. <b>Please note that you have only 1 attempt(s) left.</b> </p>","","","",1,2025-11-21 00:57:28
"32996.89999999851","https://psyc-201.github.io/xiang2023/exp/index1.html?PROLIFIC_PID=REDACTED&STUDY_ID=691f8ca61c6b4dcbb0aeb5f4&SESSION_ID=691fb852ae716b7197e6776f","instructions",6,144816,"0.0-6.0-0.0","h6L6oxR23/extjv/bLUzheDXAsFYZPlNStw+dKcsL7tOPakMAMyrYyZpFaRDA6Yp3gEy9e26Uv+RGBLQ0sieWOC3t8u+flI4/IExq2pXn8oVwE1lAibdPeK0vB0wgHAit0wnvM9rFoBu7eK92byvV6g8R/BEAroRW1TSPH0TEU2NA+FbY0tv/DI4VyOXo2yvOMA+fNje9wIavXzW9T9+jD0GK6okB9THtgxTyfA4XDULOplIJXdOToOBnrUgpqom9Dw2U3QjhR9O6p9L2rTuL1k9SENtQ+VMwJzg8LXXvzRFwEnBcu7qeVFX6K+YvR6O8/oJ3Na4kvm2kZ+bcuzr7A==","691f8ca61c6b4dcbb0aeb5f4","691fb852ae716b7197e6776f","index1","<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:green'>Lift","<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:green'>Lift","<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift","0,0,1,1,0,0,0,0,1,0,0,1","0,0,1,1,1,1,0,1,1,1,0,1","0,1,1,0,1,1",10,20,20,"","[{""page_index"":0,""viewing_time"":28148.699999999255},{""page_index"":1,""viewing_time"":1683.800000000745},{""page_index"":2,""viewing_time"":563.6999999992549},{""page_index"":3,""viewing_time"":718.8000000007451},{""page_index"":4,""viewing_time"":831.1999999992549},{""page_index"":5,""viewing_time"":552.1999999992549},{""page_index"":6,""viewing_time"":498.1000000014901}]","","","","",NA,2025-11-21 00:57:28
"null","https://psyc-201.github.io/xiang2023/exp/index1.html?PROLIFIC_PID=REDACTED&STUDY_ID=691f8ca61c6b4dcbb0aeb5f4&SESSION_ID=691fb852ae716b7197e6776f","html-keyboard-response",7,145820,"0.0-6.0-1.0","h6L6oxR23/extjv/bLUzheDXAsFYZPlNStw+dKcsL7tOPakMAMyrYyZpFaRDA6Yp3gEy9e26Uv+RGBLQ0sieWOC3t8u+flI4/IExq2pXn8oVwE1lAibdPeK0vB0wgHAit0wnvM9rFoBu7eK92byvV6g8R/BEAroRW1TSPH0TEU2NA+FbY0tv/DI4VyOXo2yvOMA+fNje9wIavXzW9T9+jD0GK6okB9THtgxTyfA4XDULOplIJXdOToOBnrUgpqom9Dw2U3QjhR9O6p9L2rTuL1k9SENtQ+VMwJzg8LXXvzRFwEnBcu7qeVFX6K+YvR6O8/oJ3Na4kvm2kZ+bcuzr7A==","691f8ca61c6b4dcbb0aeb5f4","691fb852ae716b7197e6776f","index1","<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:green'>Lift","<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:green'>Lift","<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift","0,0,1,1,0,0,0,0,1,0,0,1","0,0,1,1,1,1,0,1,1,1,0,1","0,1,1,0,1,1",10,20,20,"",""," ","null","","",NA,2025-11-21 00:57:28
"13011.699999999255","https://psyc-201.github.io/xiang2023/exp/index1.html?PROLIFIC_PID=REDACTED&STUDY_ID=691f8ca61c6b4dcbb0aeb5f4&SESSION_ID=691fb852ae716b7197e6776f","survey-multi-choice",8,158835,"0.0-7.0-0.0","h6L6oxR23/extjv/bLUzheDXAsFYZPlNStw+dKcsL7tOPakMAMyrYyZpFaRDA6Yp3gEy9e26Uv+RGBLQ0sieWOC3t8u+flI4/IExq2pXn8oVwE1lAibdPeK0vB0wgHAit0wnvM9rFoBu7eK92byvV6g8R/BEAroRW1TSPH0TEU2NA+FbY0tv/DI4VyOXo2yvOMA+fNje9wIavXzW9T9+jD0GK6okB9THtgxTyfA4XDULOplIJXdOToOBnrUgpqom9Dw2U3QjhR9O6p9L2rTuL1k9SENtQ+VMwJzg8LXXvzRFwEnBcu7qeVFX6K+YvR6O8/oJ3Na4kvm2kZ+bcuzr7A==","691f8ca61c6b4dcbb0aeb5f4","691fb852ae716b7197e6776f","index1","<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:green'>Lift","<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:green'>Lift","<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift","0,0,1,1,0,0,0,0,1,0,0,1","0,0,1,1,1,1,0,1,1,1,0,1","0,1,1,0,1,1",10,20,20,"","","","","{""Q0"":""It consists of multiple contests, each contest with one round."",""Q1"":""Contestants are always the same across contests."",""Q2"":""The box weight always stays the same (equivalent to strength of 5)."",""Q3"":""Each will get $20."",""Q4"":""How close my guesses are to the actual outcome.""}","[0,1,2,3,4]",NA,2025-11-21 00:57:28
