subject,contest,round,scenario,agent,prob,strength,effort
5lhu2mn4z7fn,6,3,"F,L;L,L",1,100,5,100
5lhu2mn4z7fn,6,3,"F,L;L,L",2,100,10,100
6e78muckero8,1,1,"F,F;F,F",1,NA,5,NA
6e78muckero8,1,1,"F,F;F,F",2,NA,5,NA
6e78muckero8,1,2,"F,F;F,F",1,60,4,NA
6e78muckero8,1,2,"F,F;F,F",2,60,4,NA
6e78muckero8,1,3,"F,F;F,F",1,80,4,NA
6e78muckero8,1,3,"F,F;F,F",2,80,4,NA
6e78muckero8,2,1,"F,F;L,L",1,NA,5,NA
6e78muckero8,2,1,"F,F;L,L",2,NA,5,NA
6e78muckero8,2,2,"F,F;L,L",1,75,5,100
6e78muckero8,2,2,"F,F;L,L",2,75,5,100
6e78muckero8,2,3,"F,F;L,L",1,95,5,100
6e78muckero8,2,3,"F,F;L,L",2,95,5,100
6e78muckero8,3,1,"L,L;L,L",1,NA,6,50
6e78muckero8,3,1,"L,L;L,L",2,NA,6,50
6e78muckero8,3,2,"L,L;L,L",1,95,6,100
6e78muckero8,3,2,"L,L;L,L",2,95,6,100
6e78muckero8,3,3,"L,L;L,L",1,99,6,100
6e78muckero8,3,3,"L,L;L,L",2,99,6,100
6e78muckero8,4,1,"F,L;F,L",1,NA,4,NA
6e78muckero8,4,1,"F,L;F,L",2,NA,6,50
6e78muckero8,4,2,"F,L;F,L",1,20,4,NA
6e78muckero8,4,2,"F,L;F,L",2,95,6,100
6e78muckero8,4,3,"F,L;F,L",1,10,4,100
6e78muckero8,4,3,"F,L;F,L",2,10,6,100
6e78muckero8,5,1,"F,L;L,L",1,NA,4,NA
6e78muckero8,5,1,"F,L;L,L",2,NA,5,50
6e78muckero8,5,2,"F,L;L,L",1,25,4,100
6e78muckero8,5,2,"F,L;L,L",2,90,5,100
6e78muckero8,5,3,"F,L;L,L",1,95,4,100
6e78muckero8,5,3,"F,L;L,L",2,95,5,100
6e78muckero8,6,1,"F,F;F,L",1,NA,4,NA
6e78muckero8,6,1,"F,F;F,L",2,NA,4,NA
6e78muckero8,6,2,"F,F;F,L",1,25,4,NA
6e78muckero8,6,2,"F,F;F,L",2,25,5,100
6e78muckero8,6,3,"F,F;F,L",1,10,4,NA
6e78muckero8,6,3,"F,F;F,L",2,10,5,NA
6eg2fdhxg25z,1,1,"L,L;L,L",1,NA,5,100
6eg2fdhxg25z,1,1,"L,L;L,L",2,NA,5,100
6eg2fdhxg25z,1,2,"L,L;L,L",1,50,8,75
6eg2fdhxg25z,1,2,"L,L;L,L",2,50,8,75
6eg2fdhxg25z,1,3,"L,L;L,L",1,100,8,75
6eg2fdhxg25z,1,3,"L,L;L,L",2,100,8,75
6eg2fdhxg25z,2,1,"F,L;F,L",1,NA,3,NA
6eg2fdhxg25z,2,1,"F,L;F,L",2,NA,5,50
6eg2fdhxg25z,2,2,"F,L;F,L",1,40,2,NA
6eg2fdhxg25z,2,2,"F,L;F,L",2,70,8,75
6eg2fdhxg25z,2,3,"F,L;F,L",1,100,3,50
6eg2fdhxg25z,2,3,"F,L;F,L",2,100,8,100
6eg2fdhxg25z,3,1,"F,L;L,L",1,NA,4,NA
6eg2fdhxg25z,3,1,"F,L;L,L",2,NA,7,45
6eg2fdhxg25z,3,2,"F,L;L,L",1,30,8,100
6eg2fdhxg25z,3,2,"F,L;L,L",2,50,8,100
6eg2fdhxg25z,3,3,"F,L;L,L",1,100,8,80
6eg2fdhxg25z,3,3,"F,L;L,L",2,100,8,80
6eg2fdhxg25z,4,1,"F,F;L,L",1,NA,4,NA
6eg2fdhxg25z,4,1,"F,F;L,L",2,NA,4,NA
6eg2fdhxg25z,4,2,"F,F;L,L",1,40,8,100
6eg2fdhxg25z,4,2,"F,F;L,L",2,45,8,100
6eg2fdhxg25z,4,3,"F,F;L,L",1,100,8,80
6eg2fdhxg25z,4,3,"F,F;L,L",2,100,8,80
6eg2fdhxg25z,5,1,"F,F;F,F",1,NA,4,NA
6eg2fdhxg25z,5,1,"F,F;F,F",2,NA,4,NA
6eg2fdhxg25z,5,2,"F,F;F,F",1,50,4,NA
6eg2fdhxg25z,5,2,"F,F;F,F",2,50,4,NA
6eg2fdhxg25z,5,3,"F,F;F,F",1,100,2,NA
6eg2fdhxg25z,5,3,"F,F;F,F",2,100,2,NA
6eg2fdhxg25z,6,1,"F,F;F,L",1,NA,4,NA
6eg2fdhxg25z,6,1,"F,F;F,L",2,NA,4,NA
6eg2fdhxg25z,6,2,"F,F;F,L",1,40,4,NA
6eg2fdhxg25z,6,2,"F,F;F,L",2,40,7,80
6eg2fdhxg25z,6,3,"F,F;F,L",1,100,4,NA
6eg2fdhxg25z,6,3,"F,F;F,L",2,100,5,NA
6oa6f8zyoc3d,1,1,"L,L;L,L",1,NA,6,8
6oa6f8zyoc3d,1,1,"L,L;L,L",2,NA,7,9
6oa6f8zyoc3d,1,2,"L,L;L,L",1,100,8,50
6oa6f8zyoc3d,1,2,"L,L;L,L",2,100,5,75
6oa6f8zyoc3d,1,3,"L,L;L,L",1,100,6,75
6oa6f8zyoc3d,1,3,"L,L;L,L",2,100,5,75
6oa6f8zyoc3d,2,1,"F,L;F,L",1,NA,2,NA
6oa6f8zyoc3d,2,1,"F,L;F,L",2,NA,8,75
6oa6f8zyoc3d,2,2,"F,L;F,L",1,75,2,NA
6oa6f8zyoc3d,2,2,"F,L;F,L",2,100,10,80
6oa6f8zyoc3d,2,3,"F,L;F,L",1,75,2,25
6oa6f8zyoc3d,2,3,"F,L;F,L",2,75,10,100
6oa6f8zyoc3d,3,1,"F,F;F,F",1,NA,3,NA
6oa6f8zyoc3d,3,1,"F,F;F,F",2,NA,2,NA
6oa6f8zyoc3d,3,2,"F,F;F,F",1,50,1,NA
6oa6f8zyoc3d,3,2,"F,F;F,F",2,75,1,NA
6oa6f8zyoc3d,3,3,"F,F;F,F",1,75,1,NA
6oa6f8zyoc3d,3,3,"F,F;F,F",2,75,1,NA
6oa6f8zyoc3d,4,1,"F,F;F,L",1,NA,2,NA
6oa6f8zyoc3d,4,1,"F,F;F,L",2,NA,1,NA
6oa6f8zyoc3d,4,2,"F,F;F,L",1,20,2,NA
6oa6f8zyoc3d,4,2,"F,F;F,L",2,25,6,100
6oa6f8zyoc3d,4,3,"F,F;F,L",1,100,1,NA
6oa6f8zyoc3d,4,3,"F,F;F,L",2,100,5,NA
6oa6f8zyoc3d,5,1,"F,F;L,L",1,NA,2,NA
6oa6f8zyoc3d,5,1,"F,F;L,L",2,NA,3,NA
6oa6f8zyoc3d,5,2,"F,F;L,L",1,30,8,50
6oa6f8zyoc3d,5,2,"F,F;L,L",2,40,6,75
6oa6f8zyoc3d,5,3,"F,F;L,L",1,80,4,50
6oa6f8zyoc3d,5,3,"F,F;L,L",2,80,8,50
6oa6f8zyoc3d,6,1,"F,L;L,L",1,NA,2,NA
6oa6f8zyoc3d,6,1,"F,L;L,L",2,NA,6,50
6oa6f8zyoc3d,6,2,"F,L;L,L",1,50,8,100
6oa6f8zyoc3d,6,2,"F,L;L,L",2,75,6,50
6oa6f8zyoc3d,6,3,"F,L;L,L",1,100,6,50
6oa6f8zyoc3d,6,3,"F,L;L,L",2,100,8,50
6ykfphr4vw9n,1,1,"F,F;F,L",1,NA,4,NA
6ykfphr4vw9n,1,1,"F,F;F,L",2,NA,4,NA
6ykfphr4vw9n,1,2,"F,F;F,L",1,60,4,NA
6ykfphr4vw9n,1,2,"F,F;F,L",2,40,6,100
6ykfphr4vw9n,1,3,"F,F;F,L",1,90,4,NA
6ykfphr4vw9n,1,3,"F,F;F,L",2,90,6,NA
6ykfphr4vw9n,2,1,"F,F;L,L",1,NA,6,NA
6ykfphr4vw9n,2,1,"F,F;L,L",2,NA,6,NA
6ykfphr4vw9n,2,2,"F,F;L,L",1,50,8,100
6ykfphr4vw9n,2,2,"F,F;L,L",2,50,8,100
6ykfphr4vw9n,2,3,"F,F;L,L",1,100,8,100
6ykfphr4vw9n,2,3,"F,F;L,L",2,100,8,100
6ykfphr4vw9n,3,1,"F,F;F,F",1,NA,7,NA
6ykfphr4vw9n,3,1,"F,F;F,F",2,NA,7,NA
6ykfphr4vw9n,3,2,"F,F;F,F",1,80,3,NA
6ykfphr4vw9n,3,2,"F,F;F,F",2,80,3,NA
6ykfphr4vw9n,3,3,"F,F;F,F",1,70,2,NA
6ykfphr4vw9n,3,3,"F,F;F,F",2,70,2,NA
6ykfphr4vw9n,4,1,"F,L;F,L",1,NA,4,NA
6ykfphr4vw9n,4,1,"F,L;F,L",2,NA,8,100
6ykfphr4vw9n,4,2,"F,L;F,L",1,40,2,NA
6ykfphr4vw9n,4,2,"F,L;F,L",2,90,10,100
6ykfphr4vw9n,4,3,"F,L;F,L",1,80,3,70
6ykfphr4vw9n,4,3,"F,L;F,L",2,80,10,100
6ykfphr4vw9n,5,1,"L,L;L,L",1,NA,9,90
6ykfphr4vw9n,5,1,"L,L;L,L",2,NA,9,90
6ykfphr4vw9n,5,2,"L,L;L,L",1,80,9,100
6ykfphr4vw9n,5,2,"L,L;L,L",2,80,9,100
6ykfphr4vw9n,5,3,"L,L;L,L",1,90,9,100
6ykfphr4vw9n,5,3,"L,L;L,L",2,90,9,100
6ykfphr4vw9n,6,1,"F,L;L,L",1,NA,5,NA
6ykfphr4vw9n,6,1,"F,L;L,L",2,NA,8,90
6ykfphr4vw9n,6,2,"F,L;L,L",1,40,6,100
6ykfphr4vw9n,6,2,"F,L;L,L",2,80,8,100
6ykfphr4vw9n,6,3,"F,L;L,L",1,90,8,100
6ykfphr4vw9n,6,3,"F,L;L,L",2,90,9,100
7t9xoo20ty7w,1,1,"F,L;F,L",1,NA,4,NA
7t9xoo20ty7w,1,1,"F,L;F,L",2,NA,6,80
7t9xoo20ty7w,1,2,"F,L;F,L",1,40,4,NA
7t9xoo20ty7w,1,2,"F,L;F,L",2,95,6,90
7t9xoo20ty7w,1,3,"F,L;F,L",1,98,4,100
7t9xoo20ty7w,1,3,"F,L;F,L",2,98,6,30
7t9xoo20ty7w,2,1,"F,L;L,L",1,NA,5,NA
7t9xoo20ty7w,2,1,"F,L;L,L",2,NA,7,70
7t9xoo20ty7w,2,2,"F,L;L,L",1,85,5,100
7t9xoo20ty7w,2,2,"F,L;L,L",2,99,7,80
7t9xoo20ty7w,2,3,"F,L;L,L",1,99,5,30
7t9xoo20ty7w,2,3,"F,L;L,L",2,99,7,50
7t9xoo20ty7w,3,1,"L,L;L,L",1,NA,6,85
7t9xoo20ty7w,3,1,"L,L;L,L",2,NA,5,100
7t9xoo20ty7w,3,2,"L,L;L,L",1,99,6,90
7t9xoo20ty7w,3,2,"L,L;L,L",2,95,5,100
7t9xoo20ty7w,3,3,"L,L;L,L",1,99,6,40
7t9xoo20ty7w,3,3,"L,L;L,L",2,99,5,50
7t9xoo20ty7w,4,1,"F,F;F,F",1,NA,3,NA
7t9xoo20ty7w,4,1,"F,F;F,F",2,NA,4,NA
7t9xoo20ty7w,4,2,"F,F;F,F",1,40,4,NA
7t9xoo20ty7w,4,2,"F,F;F,F",2,50,3,NA
7t9xoo20ty7w,4,3,"F,F;F,F",1,60,4,NA
7t9xoo20ty7w,4,3,"F,F;F,F",2,60,3,NA
7t9xoo20ty7w,5,1,"F,F;F,L",1,NA,4,NA
7t9xoo20ty7w,5,1,"F,F;F,L",2,NA,3,NA
7t9xoo20ty7w,5,2,"F,F;F,L",1,25,4,NA
7t9xoo20ty7w,5,2,"F,F;F,L",2,5,5,100
7t9xoo20ty7w,5,3,"F,F;F,L",1,98,4,NA
7t9xoo20ty7w,5,3,"F,F;F,L",2,98,5,NA
7t9xoo20ty7w,6,1,"F,F;L,L",1,NA,4,NA
7t9xoo20ty7w,6,1,"F,F;L,L",2,NA,5,NA
7t9xoo20ty7w,6,2,"F,F;L,L",1,60,4,40
7t9xoo20ty7w,6,2,"F,F;L,L",2,70,5,50
7t9xoo20ty7w,6,3,"F,F;L,L",1,60,4,40
7t9xoo20ty7w,6,3,"F,F;L,L",2,60,5,50
7ytg5hjrcahy,1,1,"L,L;L,L",1,NA,6,80
7ytg5hjrcahy,1,1,"L,L;L,L",2,NA,7,70
7ytg5hjrcahy,1,2,"L,L;L,L",1,98,7,75
7ytg5hjrcahy,1,2,"L,L;L,L",2,100,8,60
7ytg5hjrcahy,1,3,"L,L;L,L",1,100,7,50
7ytg5hjrcahy,1,3,"L,L;L,L",2,100,8,50
7ytg5hjrcahy,2,1,"F,F;F,L",1,NA,3,NA
7ytg5hjrcahy,2,1,"F,F;F,L",2,NA,2,NA
7ytg5hjrcahy,2,2,"F,F;F,L",1,60,3,NA
7ytg5hjrcahy,2,2,"F,F;F,L",2,50,5,98
7ytg5hjrcahy,2,3,"F,F;F,L",1,62,3,NA
7ytg5hjrcahy,2,3,"F,F;F,L",2,62,4,NA
7ytg5hjrcahy,3,1,"F,F;F,F",1,NA,2,NA
7ytg5hjrcahy,3,1,"F,F;F,F",2,NA,3,NA
7ytg5hjrcahy,3,2,"F,F;F,F",1,30,2,NA
7ytg5hjrcahy,3,2,"F,F;F,F",2,80,2,NA
7ytg5hjrcahy,3,3,"F,F;F,F",1,10,2,NA
7ytg5hjrcahy,3,3,"F,F;F,F",2,10,2,NA
7ytg5hjrcahy,4,1,"F,L;F,L",1,NA,2,NA
7ytg5hjrcahy,4,1,"F,L;F,L",2,NA,9,40
7ytg5hjrcahy,4,2,"F,L;F,L",1,40,2,NA
7ytg5hjrcahy,4,2,"F,L;F,L",2,90,9,40
7ytg5hjrcahy,4,3,"F,L;F,L",1,60,5,100
7ytg5hjrcahy,4,3,"F,L;F,L",2,60,9,40
7ytg5hjrcahy,5,1,"F,L;L,L",1,NA,3,NA
7ytg5hjrcahy,5,1,"F,L;L,L",2,NA,6,80
7ytg5hjrcahy,5,2,"F,L;L,L",1,30,5,98
7ytg5hjrcahy,5,2,"F,L;L,L",2,70,7,52
7ytg5hjrcahy,5,3,"F,L;L,L",1,100,5,97
7ytg5hjrcahy,5,3,"F,L;L,L",2,100,7,10
7ytg5hjrcahy,6,1,"F,F;L,L",1,NA,2,NA
7ytg5hjrcahy,6,1,"F,F;L,L",2,NA,4,NA
7ytg5hjrcahy,6,2,"F,F;L,L",1,50,5,85
7ytg5hjrcahy,6,2,"F,F;L,L",2,20,5,80
7ytg5hjrcahy,6,3,"F,F;L,L",1,98,5,100
7ytg5hjrcahy,6,3,"F,F;L,L",2,98,5,98
88c2zvvcwppv,1,1,"F,F;F,L",1,NA,4,NA
88c2zvvcwppv,1,1,"F,F;F,L",2,NA,6,NA
88c2zvvcwppv,1,2,"F,F;F,L",1,20,5,NA
88c2zvvcwppv,1,2,"F,F;F,L",2,40,5,70
88c2zvvcwppv,1,3,"F,F;F,L",1,80,3,NA
88c2zvvcwppv,1,3,"F,F;F,L",2,80,7,NA
88c2zvvcwppv,2,1,"L,L;L,L",1,NA,4,20
88c2zvvcwppv,2,1,"L,L;L,L",2,NA,7,60
88c2zvvcwppv,2,2,"L,L;L,L",1,40,4,40
88c2zvvcwppv,2,2,"L,L;L,L",2,20,8,80
88c2zvvcwppv,2,3,"L,L;L,L",1,90,5,50
88c2zvvcwppv,2,3,"L,L;L,L",2,90,3,30
88c2zvvcwppv,3,1,"F,F;F,F",1,NA,5,NA
88c2zvvcwppv,3,1,"F,F;F,F",2,NA,9,NA
88c2zvvcwppv,3,2,"F,F;F,F",1,50,6,NA
88c2zvvcwppv,3,2,"F,F;F,F",2,70,3,NA
88c2zvvcwppv,3,3,"F,F;F,F",1,70,5,NA
88c2zvvcwppv,3,3,"F,F;F,F",2,70,7,NA
88c2zvvcwppv,4,1,"F,F;L,L",1,NA,4,NA
88c2zvvcwppv,4,1,"F,F;L,L",2,NA,8,NA
88c2zvvcwppv,4,2,"F,F;L,L",1,40,6,40
88c2zvvcwppv,4,2,"F,F;L,L",2,60,2,60
88c2zvvcwppv,4,3,"F,F;L,L",1,30,4,40
88c2zvvcwppv,4,3,"F,F;L,L",2,30,8,50
88c2zvvcwppv,5,1,"F,L;F,L",1,NA,5,NA
88c2zvvcwppv,5,1,"F,L;F,L",2,NA,2,60
88c2zvvcwppv,5,2,"F,L;F,L",1,70,3,NA
88c2zvvcwppv,5,2,"F,L;F,L",2,60,2,30
88c2zvvcwppv,5,3,"F,L;F,L",1,45,7,50
88c2zvvcwppv,5,3,"F,L;F,L",2,45,4,40
88c2zvvcwppv,6,1,"F,L;L,L",1,NA,3,NA
88c2zvvcwppv,6,1,"F,L;L,L",2,NA,7,70
88c2zvvcwppv,6,2,"F,L;L,L",1,30,6,80
88c2zvvcwppv,6,2,"F,L;L,L",2,70,6,20
88c2zvvcwppv,6,3,"F,L;L,L",1,80,3,34
88c2zvvcwppv,6,3,"F,L;L,L",2,80,7,56
895paftvvoj3,1,1,"F,F;L,L",1,NA,4,NA
895paftvvoj3,1,1,"F,F;L,L",2,NA,4,NA
895paftvvoj3,1,2,"F,F;L,L",1,0,5,100
895paftvvoj3,1,2,"F,F;L,L",2,0,5,100
895paftvvoj3,1,3,"F,F;L,L",1,100,5,50
895paftvvoj3,1,3,"F,F;L,L",2,100,5,50
895paftvvoj3,2,1,"F,L;L,L",1,NA,4,NA
895paftvvoj3,2,1,"F,L;L,L",2,NA,6,83
895paftvvoj3,2,2,"F,L;L,L",1,100,5,100
895paftvvoj3,2,2,"F,L;L,L",2,100,6,83
895paftvvoj3,2,3,"F,L;L,L",1,100,5,50
895paftvvoj3,2,3,"F,L;L,L",2,100,6,42
895paftvvoj3,3,1,"L,L;L,L",1,NA,7,71
895paftvvoj3,3,1,"L,L;L,L",2,NA,7,71
895paftvvoj3,3,2,"L,L;L,L",1,100,7,71
895paftvvoj3,3,2,"L,L;L,L",2,100,7,71
895paftvvoj3,3,3,"L,L;L,L",1,100,7,36
895paftvvoj3,3,3,"L,L;L,L",2,100,7,36
895paftvvoj3,4,1,"F,F;F,F",1,NA,5,NA
895paftvvoj3,4,1,"F,F;F,F",2,NA,5,NA
895paftvvoj3,4,2,"F,F;F,F",1,100,4,NA
895paftvvoj3,4,2,"F,F;F,F",2,100,4,NA
895paftvvoj3,4,3,"F,F;F,F",1,100,2,NA
895paftvvoj3,4,3,"F,F;F,F",2,100,2,NA
895paftvvoj3,5,1,"F,F;F,L",1,NA,5,NA
895paftvvoj3,5,1,"F,F;F,L",2,NA,5,NA
895paftvvoj3,5,2,"F,F;F,L",1,100,4,NA
895paftvvoj3,5,2,"F,F;F,L",2,100,5,100
895paftvvoj3,5,3,"F,F;F,L",1,100,4,NA
895paftvvoj3,5,3,"F,F;F,L",2,100,5,NA
895paftvvoj3,6,1,"F,L;F,L",1,NA,5,NA
895paftvvoj3,6,1,"F,L;F,L",2,NA,6,83
895paftvvoj3,6,2,"F,L;F,L",1,100,4,NA
895paftvvoj3,6,2,"F,L;F,L",2,100,6,83
895paftvvoj3,6,3,"F,L;F,L",1,100,4,63
895paftvvoj3,6,3,"F,L;F,L",2,100,6,42
9yx4py82bqtf,1,1,"F,F;F,F",1,NA,2,NA
9yx4py82bqtf,1,1,"F,F;F,F",2,NA,2,NA
9yx4py82bqtf,1,2,"F,F;F,F",1,40,1,NA
9yx4py82bqtf,1,2,"F,F;F,F",2,40,1,NA
9yx4py82bqtf,1,3,"F,F;F,F",1,0,1,NA
9yx4py82bqtf,1,3,"F,F;F,F",2,0,1,NA
9yx4py82bqtf,2,1,"F,F;L,L",1,NA,2,NA
9yx4py82bqtf,2,1,"F,F;L,L",2,NA,2,NA
9yx4py82bqtf,2,2,"F,F;L,L",1,20,5,70
9yx4py82bqtf,2,2,"F,F;L,L",2,20,5,70
9yx4py82bqtf,2,3,"F,F;L,L",1,50,7,75
9yx4py82bqtf,2,3,"F,F;L,L",2,50,7,75
9yx4py82bqtf,3,1,"F,L;L,L",1,NA,3,NA
9yx4py82bqtf,3,1,"F,L;L,L",2,NA,5,75
9yx4py82bqtf,3,2,"F,L;L,L",1,40,5,90
9yx4py82bqtf,3,2,"F,L;L,L",2,60,7,70
9yx4py82bqtf,3,3,"F,L;L,L",1,75,5,90
9yx4py82bqtf,3,3,"F,L;L,L",2,75,7,75
9yx4py82bqtf,4,1,"F,F;F,L",1,NA,2,NA
9yx4py82bqtf,4,1,"F,F;F,L",2,NA,2,NA
9yx4py82bqtf,4,2,"F,F;F,L",1,25,2,NA
9yx4py82bqtf,4,2,"F,F;F,L",2,25,5,80
9yx4py82bqtf,4,3,"F,F;F,L",1,30,2,NA
9yx4py82bqtf,4,3,"F,F;F,L",2,30,5,NA
9yx4py82bqtf,5,1,"F,L;F,L",1,NA,3,NA
9yx4py82bqtf,5,1,"F,L;F,L",2,NA,6,70
9yx4py82bqtf,5,2,"F,L;F,L",1,20,2,NA
9yx4py82bqtf,5,2,"F,L;F,L",2,60,7,80
9yx4py82bqtf,5,3,"F,L;F,L",1,30,3,100
9yx4py82bqtf,5,3,"F,L;F,L",2,30,9,85
9yx4py82bqtf,6,1,"L,L;L,L",1,NA,8,75
9yx4py82bqtf,6,1,"L,L;L,L",2,NA,8,75
9yx4py82bqtf,6,2,"L,L;L,L",1,80,9,80
9yx4py82bqtf,6,2,"L,L;L,L",2,80,9,80
9yx4py82bqtf,6,3,"L,L;L,L",1,100,9,90
9yx4py82bqtf,6,3,"L,L;L,L",2,100,9,90
a17omtspm1w0,1,1,"F,F;F,F",1,NA,3,NA
a17omtspm1w0,1,1,"F,F;F,F",2,NA,3,NA
a17omtspm1w0,1,2,"F,F;F,F",1,16,2,NA
a17omtspm1w0,1,2,"F,F;F,F",2,31,2,NA
a17omtspm1w0,1,3,"F,F;F,F",1,8,2,NA
a17omtspm1w0,1,3,"F,F;F,F",2,8,2,NA
a17omtspm1w0,2,1,"F,F;L,L",1,NA,2,NA
a17omtspm1w0,2,1,"F,F;L,L",2,NA,2,NA
a17omtspm1w0,2,2,"F,F;L,L",1,17,7,74
a17omtspm1w0,2,2,"F,F;L,L",2,21,5,59
a17omtspm1w0,2,3,"F,F;L,L",1,78,7,4
a17omtspm1w0,2,3,"F,F;L,L",2,78,5,6
a17omtspm1w0,3,1,"F,F;F,L",1,NA,4,NA
a17omtspm1w0,3,1,"F,F;F,L",2,NA,3,NA
a17omtspm1w0,3,2,"F,F;F,L",1,36,3,NA
a17omtspm1w0,3,2,"F,F;F,L",2,43,6,45
a17omtspm1w0,3,3,"F,F;F,L",1,24,3,NA
a17omtspm1w0,3,3,"F,F;F,L",2,24,6,NA
a17omtspm1w0,4,1,"L,L;L,L",1,NA,8,80
a17omtspm1w0,4,1,"L,L;L,L",2,NA,5,100
a17omtspm1w0,4,2,"L,L;L,L",1,87,8,74
a17omtspm1w0,4,2,"L,L;L,L",2,87,6,85
a17omtspm1w0,4,3,"L,L;L,L",1,100,8,56
a17omtspm1w0,4,3,"L,L;L,L",2,100,8,67
a17omtspm1w0,5,1,"F,L;F,L",1,NA,4,NA
a17omtspm1w0,5,1,"F,L;F,L",2,NA,7,70
a17omtspm1w0,5,2,"F,L;F,L",1,43,4,NA
a17omtspm1w0,5,2,"F,L;F,L",2,86,7,69
a17omtspm1w0,5,3,"F,L;F,L",1,24,4,100
a17omtspm1w0,5,3,"F,L;F,L",2,24,8,54
a17omtspm1w0,6,1,"F,L;L,L",1,NA,4,NA
a17omtspm1w0,6,1,"F,L;L,L",2,NA,5,67
a17omtspm1w0,6,2,"F,L;L,L",1,56,5,85
a17omtspm1w0,6,2,"F,L;L,L",2,100,8,65
a17omtspm1w0,6,3,"F,L;L,L",1,100,6,65
a17omtspm1w0,6,3,"F,L;L,L",2,100,8,67
cg52uwv51joh,1,1,"F,L;F,L",1,NA,6,NA
cg52uwv51joh,1,1,"F,L;F,L",2,NA,8,90
cg52uwv51joh,1,2,"F,L;F,L",1,88,3,NA
cg52uwv51joh,1,2,"F,L;F,L",2,90,9,90
cg52uwv51joh,1,3,"F,L;F,L",1,80,5,30
cg52uwv51joh,1,3,"F,L;F,L",2,80,8,70
cg52uwv51joh,2,1,"F,L;L,L",1,NA,3,NA
cg52uwv51joh,2,1,"F,L;L,L",2,NA,6,80
cg52uwv51joh,2,2,"F,L;L,L",1,65,7,90
cg52uwv51joh,2,2,"F,L;L,L",2,80,5,70
cg52uwv51joh,2,3,"F,L;L,L",1,90,7,90
cg52uwv51joh,2,3,"F,L;L,L",2,90,5,70
cg52uwv51joh,3,1,"F,F;F,F",1,NA,3,NA
cg52uwv51joh,3,1,"F,F;F,F",2,NA,3,NA
cg52uwv51joh,3,2,"F,F;F,F",1,40,2,NA
cg52uwv51joh,3,2,"F,F;F,F",2,40,2,NA
cg52uwv51joh,3,3,"F,F;F,F",1,40,2,NA
cg52uwv51joh,3,3,"F,F;F,F",2,40,2,NA
cg52uwv51joh,4,1,"L,L;L,L",1,NA,7,85
cg52uwv51joh,4,1,"L,L;L,L",2,NA,7,85
cg52uwv51joh,4,2,"L,L;L,L",1,90,7,80
cg52uwv51joh,4,2,"L,L;L,L",2,90,7,80
cg52uwv51joh,4,3,"L,L;L,L",1,95,7,80
cg52uwv51joh,4,3,"L,L;L,L",2,95,7,80
cg52uwv51joh,5,1,"F,F;F,L",1,NA,4,NA
cg52uwv51joh,5,1,"F,F;F,L",2,NA,4,NA
cg52uwv51joh,5,2,"F,F;F,L",1,40,3,NA
cg52uwv51joh,5,2,"F,F;F,L",2,40,5,75
cg52uwv51joh,5,3,"F,F;F,L",1,65,2,NA
cg52uwv51joh,5,3,"F,F;F,L",2,65,6,NA
cg52uwv51joh,6,1,"F,F;L,L",1,NA,4,NA
cg52uwv51joh,6,1,"F,F;L,L",2,NA,4,NA
cg52uwv51joh,6,2,"F,F;L,L",1,50,5,70
cg52uwv51joh,6,2,"F,F;L,L",2,50,5,70
cg52uwv51joh,6,3,"F,F;L,L",1,50,6,85
cg52uwv51joh,6,3,"F,F;L,L",2,50,6,85
cu32ucuaja5a,1,1,"F,L;L,L",1,NA,2,NA
cu32ucuaja5a,1,1,"F,L;L,L",2,NA,6,50
cu32ucuaja5a,1,2,"F,L;L,L",1,5,7,65
cu32ucuaja5a,1,2,"F,L;L,L",2,60,7,80
cu32ucuaja5a,1,3,"F,L;L,L",1,99,7,80
cu32ucuaja5a,1,3,"F,L;L,L",2,99,7,50
cu32ucuaja5a,2,1,"F,F;F,F",1,NA,1,NA
cu32ucuaja5a,2,1,"F,F;F,F",2,NA,1,NA
cu32ucuaja5a,2,2,"F,F;F,F",1,25,2,NA
cu32ucuaja5a,2,2,"F,F;F,F",2,25,2,NA
cu32ucuaja5a,2,3,"F,F;F,F",1,40,1,NA
cu32ucuaja5a,2,3,"F,F;F,F",2,40,1,NA
cu32ucuaja5a,3,1,"F,F;L,L",1,NA,3,NA
cu32ucuaja5a,3,1,"F,F;L,L",2,NA,3,NA
cu32ucuaja5a,3,2,"F,F;L,L",1,20,8,80
cu32ucuaja5a,3,2,"F,F;L,L",2,20,8,80
cu32ucuaja5a,3,3,"F,F;L,L",1,99,8,90
cu32ucuaja5a,3,3,"F,F;L,L",2,99,8,90
cu32ucuaja5a,4,1,"F,L;F,L",1,NA,2,NA
cu32ucuaja5a,4,1,"F,L;F,L",2,NA,4,50
cu32ucuaja5a,4,2,"F,L;F,L",1,40,3,NA
cu32ucuaja5a,4,2,"F,L;F,L",2,60,8,60
cu32ucuaja5a,4,3,"F,L;F,L",1,85,2,90
cu32ucuaja5a,4,3,"F,L;F,L",2,85,8,50
cu32ucuaja5a,5,1,"F,F;F,L",1,NA,2,NA
cu32ucuaja5a,5,1,"F,F;F,L",2,NA,2,NA
cu32ucuaja5a,5,2,"F,F;F,L",1,40,3,NA
cu32ucuaja5a,5,2,"F,F;F,L",2,40,6,50
cu32ucuaja5a,5,3,"F,F;F,L",1,50,3,NA
