subject,contest,round,scenario,agent,prob,strength,effort
cu32ucuaja5a,5,3,"F,F;F,L",2,50,3,NA
cu32ucuaja5a,6,1,"L,L;L,L",1,NA,5,50
cu32ucuaja5a,6,1,"L,L;L,L",2,NA,5,50
cu32ucuaja5a,6,2,"L,L;L,L",1,60,7,80
cu32ucuaja5a,6,2,"L,L;L,L",2,60,7,80
cu32ucuaja5a,6,3,"L,L;L,L",1,99,8,80
cu32ucuaja5a,6,3,"L,L;L,L",2,99,8,80
fcmmba5devel,1,1,"F,L;L,L",1,NA,5,NA
fcmmba5devel,1,1,"F,L;L,L",2,NA,1,50
fcmmba5devel,1,2,"F,L;L,L",1,50,5,100
fcmmba5devel,1,2,"F,L;L,L",2,100,5,50
fcmmba5devel,1,3,"F,L;L,L",1,100,1,75
fcmmba5devel,1,3,"F,L;L,L",2,100,5,50
fcmmba5devel,2,1,"F,F;F,L",1,NA,1,NA
fcmmba5devel,2,1,"F,F;F,L",2,NA,1,NA
fcmmba5devel,2,2,"F,F;F,L",1,50,1,NA
fcmmba5devel,2,2,"F,F;F,L",2,50,5,100
fcmmba5devel,2,3,"F,F;F,L",1,100,1,NA
fcmmba5devel,2,3,"F,F;F,L",2,100,5,NA
fcmmba5devel,3,1,"L,L;L,L",1,NA,5,50
fcmmba5devel,3,1,"L,L;L,L",2,NA,5,50
fcmmba5devel,3,2,"L,L;L,L",1,75,5,75
fcmmba5devel,3,2,"L,L;L,L",2,75,5,75
fcmmba5devel,3,3,"L,L;L,L",1,100,5,50
fcmmba5devel,3,3,"L,L;L,L",2,100,5,50
fcmmba5devel,4,1,"F,L;F,L",1,NA,1,NA
fcmmba5devel,4,1,"F,L;F,L",2,NA,5,50
fcmmba5devel,4,2,"F,L;F,L",1,25,1,NA
fcmmba5devel,4,2,"F,L;F,L",2,75,5,75
fcmmba5devel,4,3,"F,L;F,L",1,50,1,50
fcmmba5devel,4,3,"F,L;F,L",2,50,7,50
fcmmba5devel,5,1,"F,F;F,F",1,NA,1,NA
fcmmba5devel,5,1,"F,F;F,F",2,NA,1,NA
fcmmba5devel,5,2,"F,F;F,F",1,50,1,NA
fcmmba5devel,5,2,"F,F;F,F",2,50,1,NA
fcmmba5devel,5,3,"F,F;F,F",1,25,1,NA
fcmmba5devel,5,3,"F,F;F,F",2,25,1,NA
fcmmba5devel,6,1,"F,F;L,L",1,NA,1,NA
fcmmba5devel,6,1,"F,F;L,L",2,NA,1,NA
fcmmba5devel,6,2,"F,F;L,L",1,50,5,59
fcmmba5devel,6,2,"F,F;L,L",2,50,5,50
fcmmba5devel,6,3,"F,F;L,L",1,100,5,50
fcmmba5devel,6,3,"F,F;L,L",2,100,5,50
gb3tkrvv7n8o,1,1,"F,F;F,L",1,NA,2,NA
gb3tkrvv7n8o,1,1,"F,F;F,L",2,NA,3,NA
gb3tkrvv7n8o,1,2,"F,F;F,L",1,25,1,NA
gb3tkrvv7n8o,1,2,"F,F;F,L",2,25,4,75
gb3tkrvv7n8o,1,3,"F,F;F,L",1,100,1,NA
gb3tkrvv7n8o,1,3,"F,F;F,L",2,100,4,NA
gb3tkrvv7n8o,2,1,"F,F;F,F",1,NA,2,NA
gb3tkrvv7n8o,2,1,"F,F;F,F",2,NA,2,NA
gb3tkrvv7n8o,2,2,"F,F;F,F",1,25,1,NA
gb3tkrvv7n8o,2,2,"F,F;F,F",2,40,1,NA
gb3tkrvv7n8o,2,3,"F,F;F,F",1,50,1,NA
gb3tkrvv7n8o,2,3,"F,F;F,F",2,50,1,NA
gb3tkrvv7n8o,3,1,"F,L;L,L",1,NA,1,NA
gb3tkrvv7n8o,3,1,"F,L;L,L",2,NA,5,75
gb3tkrvv7n8o,3,2,"F,L;L,L",1,20,5,100
gb3tkrvv7n8o,3,2,"F,L;L,L",2,75,7,50
gb3tkrvv7n8o,3,3,"F,L;L,L",1,100,5,100
gb3tkrvv7n8o,3,3,"F,L;L,L",2,100,7,75
gb3tkrvv7n8o,4,1,"F,F;L,L",1,NA,2,NA
gb3tkrvv7n8o,4,1,"F,F;L,L",2,NA,1,NA
gb3tkrvv7n8o,4,2,"F,F;L,L",1,30,5,100
gb3tkrvv7n8o,4,2,"F,F;L,L",2,25,5,100
gb3tkrvv7n8o,4,3,"F,F;L,L",1,75,5,50
gb3tkrvv7n8o,4,3,"F,F;L,L",2,75,5,50
gb3tkrvv7n8o,5,1,"L,L;L,L",1,NA,8,75
gb3tkrvv7n8o,5,1,"L,L;L,L",2,NA,8,75
gb3tkrvv7n8o,5,2,"L,L;L,L",1,90,8,50
gb3tkrvv7n8o,5,2,"L,L;L,L",2,90,8,50
gb3tkrvv7n8o,5,3,"L,L;L,L",1,100,8,50
gb3tkrvv7n8o,5,3,"L,L;L,L",2,100,8,50
gb3tkrvv7n8o,6,1,"F,L;F,L",1,NA,2,NA
gb3tkrvv7n8o,6,1,"F,L;F,L",2,NA,5,100
gb3tkrvv7n8o,6,2,"F,L;F,L",1,20,2,NA
gb3tkrvv7n8o,6,2,"F,L;F,L",2,75,6,90
gb3tkrvv7n8o,6,3,"F,L;F,L",1,70,2,70
gb3tkrvv7n8o,6,3,"F,L;F,L",2,70,6,75
gdqcaemovh1a,1,1,"F,L;L,L",1,NA,2,NA
gdqcaemovh1a,1,1,"F,L;L,L",2,NA,5,100
gdqcaemovh1a,1,2,"F,L;L,L",1,50,10,50
gdqcaemovh1a,1,2,"F,L;L,L",2,50,5,100
gdqcaemovh1a,1,3,"F,L;L,L",1,100,10,50
gdqcaemovh1a,1,3,"F,L;L,L",2,100,5,100
gdqcaemovh1a,2,1,"F,F;F,L",1,NA,2,NA
gdqcaemovh1a,2,1,"F,F;F,L",2,NA,2,NA
gdqcaemovh1a,2,2,"F,F;F,L",1,50,1,NA
gdqcaemovh1a,2,2,"F,F;F,L",2,50,10,50
gdqcaemovh1a,2,3,"F,F;F,L",1,50,1,NA
gdqcaemovh1a,2,3,"F,F;F,L",2,50,5,NA
gdqcaemovh1a,3,1,"F,L;F,L",1,NA,2,NA
gdqcaemovh1a,3,1,"F,L;F,L",2,NA,5,100
gdqcaemovh1a,3,2,"F,L;F,L",1,50,1,NA
gdqcaemovh1a,3,2,"F,L;F,L",2,50,5,100
gdqcaemovh1a,3,3,"F,L;F,L",1,0,5,100
gdqcaemovh1a,3,3,"F,L;F,L",2,0,5,100
gdqcaemovh1a,4,1,"L,L;L,L",1,NA,5,100
gdqcaemovh1a,4,1,"L,L;L,L",2,NA,5,100
gdqcaemovh1a,4,2,"L,L;L,L",1,50,10,50
gdqcaemovh1a,4,2,"L,L;L,L",2,50,10,50
gdqcaemovh1a,4,3,"L,L;L,L",1,100,10,50
gdqcaemovh1a,4,3,"L,L;L,L",2,100,10,50
gdqcaemovh1a,5,1,"F,F;F,F",1,NA,1,NA
gdqcaemovh1a,5,1,"F,F;F,F",2,NA,1,NA
gdqcaemovh1a,5,2,"F,F;F,F",1,50,1,NA
gdqcaemovh1a,5,2,"F,F;F,F",2,50,1,NA
gdqcaemovh1a,5,3,"F,F;F,F",1,0,1,NA
gdqcaemovh1a,5,3,"F,F;F,F",2,0,1,NA
gdqcaemovh1a,6,1,"F,F;L,L",1,NA,1,NA
gdqcaemovh1a,6,1,"F,F;L,L",2,NA,1,NA
gdqcaemovh1a,6,2,"F,F;L,L",1,50,10,50
gdqcaemovh1a,6,2,"F,F;L,L",2,50,10,50
gdqcaemovh1a,6,3,"F,F;L,L",1,100,10,50
gdqcaemovh1a,6,3,"F,F;L,L",2,100,10,50
j5rtg97h9phc,1,1,"F,F;L,L",1,NA,2,NA
j5rtg97h9phc,1,1,"F,F;L,L",2,NA,2,NA
j5rtg97h9phc,1,2,"F,F;L,L",1,25,4,100
j5rtg97h9phc,1,2,"F,F;L,L",2,25,4,100
j5rtg97h9phc,1,3,"F,F;L,L",1,100,4,50
j5rtg97h9phc,1,3,"F,F;L,L",2,100,4,50
j5rtg97h9phc,2,1,"F,F;F,F",1,NA,2,NA
j5rtg97h9phc,2,1,"F,F;F,F",2,NA,2,NA
j5rtg97h9phc,2,2,"F,F;F,F",1,50,2,NA
j5rtg97h9phc,2,2,"F,F;F,F",2,50,2,NA
j5rtg97h9phc,2,3,"F,F;F,F",1,75,1,NA
j5rtg97h9phc,2,3,"F,F;F,F",2,75,1,NA
j5rtg97h9phc,3,1,"F,F;F,L",1,NA,1,NA
j5rtg97h9phc,3,1,"F,F;F,L",2,NA,1,NA
j5rtg97h9phc,3,2,"F,F;F,L",1,20,1,NA
j5rtg97h9phc,3,2,"F,F;F,L",2,20,4,100
j5rtg97h9phc,3,3,"F,F;F,L",1,90,1,NA
j5rtg97h9phc,3,3,"F,F;F,L",2,90,3,NA
j5rtg97h9phc,4,1,"F,L;F,L",1,NA,2,NA
j5rtg97h9phc,4,1,"F,L;F,L",2,NA,6,80
j5rtg97h9phc,4,2,"F,L;F,L",1,80,2,NA
j5rtg97h9phc,4,2,"F,L;F,L",2,25,6,70
j5rtg97h9phc,4,3,"F,L;F,L",1,90,2,60
j5rtg97h9phc,4,3,"F,L;F,L",2,90,7,40
j5rtg97h9phc,5,1,"F,L;L,L",1,NA,2,NA
j5rtg97h9phc,5,1,"F,L;L,L",2,NA,6,80
j5rtg97h9phc,5,2,"F,L;L,L",1,30,4,100
j5rtg97h9phc,5,2,"F,L;L,L",2,80,6,80
j5rtg97h9phc,5,3,"F,L;L,L",1,100,3,30
j5rtg97h9phc,5,3,"F,L;L,L",2,100,6,70
j5rtg97h9phc,6,1,"L,L;L,L",1,NA,6,80
j5rtg97h9phc,6,1,"L,L;L,L",2,NA,6,80
j5rtg97h9phc,6,2,"L,L;L,L",1,50,7,80
j5rtg97h9phc,6,2,"L,L;L,L",2,50,7,80
j5rtg97h9phc,6,3,"L,L;L,L",1,100,7,50
j5rtg97h9phc,6,3,"L,L;L,L",2,100,7,50
jcbna7g0c720,1,1,"F,F;L,L",1,NA,3,NA
jcbna7g0c720,1,1,"F,F;L,L",2,NA,3,NA
jcbna7g0c720,1,2,"F,F;L,L",1,35,6,75
jcbna7g0c720,1,2,"F,F;L,L",2,25,6,75
jcbna7g0c720,1,3,"F,F;L,L",1,100,6,75
jcbna7g0c720,1,3,"F,F;L,L",2,100,7,80
jcbna7g0c720,2,1,"L,L;L,L",1,NA,7,80
jcbna7g0c720,2,1,"L,L;L,L",2,NA,7,80
jcbna7g0c720,2,2,"L,L;L,L",1,100,7,75
jcbna7g0c720,2,2,"L,L;L,L",2,100,7,75
jcbna7g0c720,2,3,"L,L;L,L",1,100,6,70
jcbna7g0c720,2,3,"L,L;L,L",2,100,6,70
jcbna7g0c720,3,1,"F,F;F,L",1,NA,4,NA
jcbna7g0c720,3,1,"F,F;F,L",2,NA,4,NA
jcbna7g0c720,3,2,"F,F;F,L",1,30,4,NA
jcbna7g0c720,3,2,"F,F;F,L",2,30,5,65
jcbna7g0c720,3,3,"F,F;F,L",1,100,3,NA
jcbna7g0c720,3,3,"F,F;F,L",2,100,4,NA
jcbna7g0c720,4,1,"F,L;L,L",1,NA,3,NA
jcbna7g0c720,4,1,"F,L;L,L",2,NA,6,60
jcbna7g0c720,4,2,"F,L;L,L",1,50,5,85
jcbna7g0c720,4,2,"F,L;L,L",2,75,7,60
jcbna7g0c720,4,3,"F,L;L,L",1,100,4,80
jcbna7g0c720,4,3,"F,L;L,L",2,100,6,50
jcbna7g0c720,5,1,"F,L;F,L",1,NA,5,NA
jcbna7g0c720,5,1,"F,L;F,L",2,NA,2,50
jcbna7g0c720,5,2,"F,L;F,L",1,50,2,NA
jcbna7g0c720,5,2,"F,L;F,L",2,80,7,70
jcbna7g0c720,5,3,"F,L;F,L",1,100,3,85
jcbna7g0c720,5,3,"F,L;F,L",2,100,6,55
jcbna7g0c720,6,1,"F,F;F,F",1,NA,2,NA
jcbna7g0c720,6,1,"F,F;F,F",2,NA,2,NA
jcbna7g0c720,6,2,"F,F;F,F",1,30,2,NA
jcbna7g0c720,6,2,"F,F;F,F",2,30,2,NA
jcbna7g0c720,6,3,"F,F;F,F",1,20,1,NA
jcbna7g0c720,6,3,"F,F;F,F",2,20,1,NA
jgy00axv8lvz,1,1,"F,L;F,L",1,NA,5,NA
jgy00axv8lvz,1,1,"F,L;F,L",2,NA,5,50
jgy00axv8lvz,1,2,"F,L;F,L",1,25,4,NA
jgy00axv8lvz,1,2,"F,L;F,L",2,75,6,60
jgy00axv8lvz,1,3,"F,L;F,L",1,90,6,50
jgy00axv8lvz,1,3,"F,L;F,L",2,90,8,80
jgy00axv8lvz,2,1,"F,F;L,L",1,NA,5,NA
jgy00axv8lvz,2,1,"F,F;L,L",2,NA,5,NA
jgy00axv8lvz,2,2,"F,F;L,L",1,50,5,50
jgy00axv8lvz,2,2,"F,F;L,L",2,50,5,50
jgy00axv8lvz,2,3,"F,F;L,L",1,80,7,60
jgy00axv8lvz,2,3,"F,F;L,L",2,80,7,60
jgy00axv8lvz,3,1,"F,L;L,L",1,NA,3,NA
jgy00axv8lvz,3,1,"F,L;L,L",2,NA,7,30
jgy00axv8lvz,3,2,"F,L;L,L",1,60,5,50
jgy00axv8lvz,3,2,"F,L;L,L",2,90,7,30
jgy00axv8lvz,3,3,"F,L;L,L",1,90,5,60
jgy00axv8lvz,3,3,"F,L;L,L",2,90,7,40
jgy00axv8lvz,4,1,"L,L;L,L",1,NA,8,30
jgy00axv8lvz,4,1,"L,L;L,L",2,NA,8,30
jgy00axv8lvz,4,2,"L,L;L,L",1,90,8,40
jgy00axv8lvz,4,2,"L,L;L,L",2,90,8,40
jgy00axv8lvz,4,3,"L,L;L,L",1,95,8,30
jgy00axv8lvz,4,3,"L,L;L,L",2,95,8,30
jgy00axv8lvz,5,1,"F,F;F,F",1,NA,5,NA
jgy00axv8lvz,5,1,"F,F;F,F",2,NA,5,NA
jgy00axv8lvz,5,2,"F,F;F,F",1,70,3,NA
jgy00axv8lvz,5,2,"F,F;F,F",2,70,3,NA
jgy00axv8lvz,5,3,"F,F;F,F",1,50,2,NA
jgy00axv8lvz,5,3,"F,F;F,F",2,50,2,NA
jgy00axv8lvz,6,1,"F,F;F,L",1,NA,5,NA
jgy00axv8lvz,6,1,"F,F;F,L",2,NA,5,NA
jgy00axv8lvz,6,2,"F,F;F,L",1,20,2,NA
jgy00axv8lvz,6,2,"F,F;F,L",2,20,5,80
jgy00axv8lvz,6,3,"F,F;F,L",1,30,1,NA
jgy00axv8lvz,6,3,"F,F;F,L",2,30,5,NA
jk6377961ye8,1,1,"F,F;L,L",1,NA,2,NA
jk6377961ye8,1,1,"F,F;L,L",2,NA,2,NA
jk6377961ye8,1,2,"F,F;L,L",1,3,6,70
jk6377961ye8,1,2,"F,F;L,L",2,3,6,70
jk6377961ye8,1,3,"F,F;L,L",1,90,7,70
jk6377961ye8,1,3,"F,F;L,L",2,90,7,70
jk6377961ye8,2,1,"F,F;F,L",1,NA,4,NA
jk6377961ye8,2,1,"F,F;F,L",2,NA,4,NA
jk6377961ye8,2,2,"F,F;F,L",1,30,3,NA
jk6377961ye8,2,2,"F,F;F,L",2,30,6,70
jk6377961ye8,2,3,"F,F;F,L",1,10,2,NA
jk6377961ye8,2,3,"F,F;F,L",2,10,7,NA
jk6377961ye8,3,1,"L,L;L,L",1,NA,8,70
jk6377961ye8,3,1,"L,L;L,L",2,NA,8,70
jk6377961ye8,3,2,"L,L;L,L",1,80,8,70
jk6377961ye8,3,2,"L,L;L,L",2,80,8,70
jk6377961ye8,3,3,"L,L;L,L",1,100,8,80
jk6377961ye8,3,3,"L,L;L,L",2,100,8,80
jk6377961ye8,4,1,"F,L;L,L",1,NA,4,NA
jk6377961ye8,4,1,"F,L;L,L",2,NA,7,80
jk6377961ye8,4,2,"F,L;L,L",1,30,6,90
jk6377961ye8,4,2,"F,L;L,L",2,80,8,70
jk6377961ye8,4,3,"F,L;L,L",1,100,6,90
jk6377961ye8,4,3,"F,L;L,L",2,100,9,70
jk6377961ye8,5,1,"F,F;F,F",1,NA,3,NA
jk6377961ye8,5,1,"F,F;F,F",2,NA,3,NA
jk6377961ye8,5,2,"F,F;F,F",1,30,2,NA
jk6377961ye8,5,2,"F,F;F,F",2,30,2,NA
jk6377961ye8,5,3,"F,F;F,F",1,10,2,NA
jk6377961ye8,5,3,"F,F;F,F",2,10,2,NA
jk6377961ye8,6,1,"F,L;F,L",1,NA,3,NA
jk6377961ye8,6,1,"F,L;F,L",2,NA,8,70
jk6377961ye8,6,2,"F,L;F,L",1,40,3,NA
jk6377961ye8,6,2,"F,L;F,L",2,90,9,70
jk6377961ye8,6,3,"F,L;F,L",1,100,3,50
jk6377961ye8,6,3,"F,L;F,L",2,100,9,80
jta3wkruuw3h,1,1,"F,F;L,L",1,NA,5,NA
jta3wkruuw3h,1,1,"F,F;L,L",2,NA,5,NA
jta3wkruuw3h,1,2,"F,F;L,L",1,50,5,50
jta3wkruuw3h,1,2,"F,F;L,L",2,50,5,50
jta3wkruuw3h,1,3,"F,F;L,L",1,75,6,50
jta3wkruuw3h,1,3,"F,F;L,L",2,75,6,50
jta3wkruuw3h,2,1,"F,F;F,L",1,NA,6,NA
jta3wkruuw3h,2,1,"F,F;F,L",2,NA,6,NA
jta3wkruuw3h,2,2,"F,F;F,L",1,55,5,NA
jta3wkruuw3h,2,2,"F,F;F,L",2,55,7,75
jta3wkruuw3h,2,3,"F,F;F,L",1,75,5,NA
jta3wkruuw3h,2,3,"F,F;F,L",2,75,5,NA
jta3wkruuw3h,3,1,"F,F;F,F",1,NA,5,NA
jta3wkruuw3h,3,1,"F,F;F,F",2,NA,5,NA
jta3wkruuw3h,3,2,"F,F;F,F",1,50,1,NA
jta3wkruuw3h,3,2,"F,F;F,F",2,50,1,NA
jta3wkruuw3h,3,3,"F,F;F,F",1,1,1,NA
jta3wkruuw3h,3,3,"F,F;F,F",2,1,1,NA
jta3wkruuw3h,4,1,"F,L;L,L",1,NA,5,NA
jta3wkruuw3h,4,1,"F,L;L,L",2,NA,6,90
jta3wkruuw3h,4,2,"F,L;L,L",1,75,7,75
jta3wkruuw3h,4,2,"F,L;L,L",2,75,7,75
jta3wkruuw3h,4,3,"F,L;L,L",1,85,10,100
jta3wkruuw3h,4,3,"F,L;L,L",2,85,10,100
jta3wkruuw3h,5,1,"L,L;L,L",1,NA,8,85
jta3wkruuw3h,5,1,"L,L;L,L",2,NA,8,85
jta3wkruuw3h,5,2,"L,L;L,L",1,85,9,90
jta3wkruuw3h,5,2,"L,L;L,L",2,85,9,90
jta3wkruuw3h,5,3,"L,L;L,L",1,100,10,100
jta3wkruuw3h,5,3,"L,L;L,L",2,100,10,100
jta3wkruuw3h,6,1,"F,L;F,L",1,NA,1,NA
jta3wkruuw3h,6,1,"F,L;F,L",2,NA,10,100
jta3wkruuw3h,6,2,"F,L;F,L",1,10,1,NA
jta3wkruuw3h,6,2,"F,L;F,L",2,10,10,100
jta3wkruuw3h,6,3,"F,L;F,L",1,20,10,100
jta3wkruuw3h,6,3,"F,L;F,L",2,20,10,100
jz75c7vddxqh,1,1,"F,L;F,L",1,NA,3,NA
jz75c7vddxqh,1,1,"F,L;F,L",2,NA,8,70
jz75c7vddxqh,1,2,"F,L;F,L",1,50,1,NA
jz75c7vddxqh,1,2,"F,L;F,L",2,100,10,50
jz75c7vddxqh,1,3,"F,L;F,L",1,100,1,100
jz75c7vddxqh,1,3,"F,L;F,L",2,100,10,50
jz75c7vddxqh,2,1,"F,L;L,L",1,NA,1,NA
jz75c7vddxqh,2,1,"F,L;L,L",2,NA,10,50
jz75c7vddxqh,2,2,"F,L;L,L",1,50,7,100
jz75c7vddxqh,2,2,"F,L;L,L",2,100,10,50
jz75c7vddxqh,2,3,"F,L;L,L",1,100,7,50
jz75c7vddxqh,2,3,"F,L;L,L",2,100,10,30
jz75c7vddxqh,3,1,"F,F;L,L",1,NA,3,NA
jz75c7vddxqh,3,1,"F,F;L,L",2,NA,3,NA
jz75c7vddxqh,3,2,"F,F;L,L",1,50,6,100
jz75c7vddxqh,3,2,"F,F;L,L",2,50,6,100
jz75c7vddxqh,3,3,"F,F;L,L",1,100,6,50
jz75c7vddxqh,3,3,"F,F;L,L",2,100,6,50
jz75c7vddxqh,4,1,"L,L;L,L",1,NA,10,50
jz75c7vddxqh,4,1,"L,L;L,L",2,NA,10,50
jz75c7vddxqh,4,2,"L,L;L,L",1,100,10,50
jz75c7vddxqh,4,2,"L,L;L,L",2,100,10,50
jz75c7vddxqh,4,3,"L,L;L,L",1,100,10,25
jz75c7vddxqh,4,3,"L,L;L,L",2,100,10,25
jz75c7vddxqh,5,1,"F,F;F,F",1,NA,5,NA
jz75c7vddxqh,5,1,"F,F;F,F",2,NA,5,NA
jz75c7vddxqh,5,2,"F,F;F,F",1,50,3,NA
jz75c7vddxqh,5,2,"F,F;F,F",2,50,3,NA
jz75c7vddxqh,5,3,"F,F;F,F",1,50,1,NA
jz75c7vddxqh,5,3,"F,F;F,F",2,50,1,NA
jz75c7vddxqh,6,1,"F,F;F,L",1,NA,3,NA
jz75c7vddxqh,6,1,"F,F;F,L",2,NA,3,NA
jz75c7vddxqh,6,2,"F,F;F,L",1,50,1,NA
jz75c7vddxqh,6,2,"F,F;F,L",2,50,6,100
jz75c7vddxqh,6,3,"F,F;F,L",1,100,1,NA
jz75c7vddxqh,6,3,"F,F;F,L",2,100,5,NA
k5n25olehymx,1,1,"F,F;F,F",1,NA,4,NA
k5n25olehymx,1,1,"F,F;F,F",2,NA,4,NA
k5n25olehymx,1,2,"F,F;F,F",1,75,3,NA
k5n25olehymx,1,2,"F,F;F,F",2,75,3,NA
k5n25olehymx,1,3,"F,F;F,F",1,100,1,NA
k5n25olehymx,1,3,"F,F;F,F",2,100,1,NA
k5n25olehymx,2,1,"F,F;L,L",1,NA,3,NA
k5n25olehymx,2,1,"F,F;L,L",2,NA,3,NA
k5n25olehymx,2,2,"F,F;L,L",1,50,5,95
k5n25olehymx,2,2,"F,F;L,L",2,50,5,95
k5n25olehymx,2,3,"F,F;L,L",1,100,5,50
k5n25olehymx,2,3,"F,F;L,L",2,100,5,50
k5n25olehymx,3,1,"F,L;F,L",1,NA,4,NA
k5n25olehymx,3,1,"F,L;F,L",2,NA,6,80
k5n25olehymx,3,2,"F,L;F,L",1,50,3,NA
k5n25olehymx,3,2,"F,L;F,L",2,95,6,85
k5n25olehymx,3,3,"F,L;F,L",1,100,3,50
k5n25olehymx,3,3,"F,L;F,L",2,100,6,50
k5n25olehymx,4,1,"F,L;L,L",1,NA,3,NA
k5n25olehymx,4,1,"F,L;L,L",2,NA,6,80
k5n25olehymx,4,2,"F,L;L,L",1,50,5,95
k5n25olehymx,4,2,"F,L;L,L",2,95,6,85
k5n25olehymx,4,3,"F,L;L,L",1,100,5,50
k5n25olehymx,4,3,"F,L;L,L",2,100,6,50
k5n25olehymx,5,1,"F,F;F,L",1,NA,4,NA
k5n25olehymx,5,1,"F,F;F,L",2,NA,4,NA
k5n25olehymx,5,2,"F,F;F,L",1,75,3,NA
k5n25olehymx,5,2,"F,F;F,L",2,75,5,95
k5n25olehymx,5,3,"F,F;F,L",1,95,1,NA
k5n25olehymx,5,3,"F,F;F,L",2,95,4,NA
k5n25olehymx,6,1,"L,L;L,L",1,NA,5,80
k5n25olehymx,6,1,"L,L;L,L",2,NA,5,80
k5n25olehymx,6,2,"L,L;L,L",1,95,5,85
k5n25olehymx,6,2,"L,L;L,L",2,95,5,85
k5n25olehymx,6,3,"L,L;L,L",1,100,5,50
k5n25olehymx,6,3,"L,L;L,L",2,100,5,50
kfu0gvrg1o0w,1,1,"F,F;L,L",1,NA,1,NA
kfu0gvrg1o0w,1,1,"F,F;L,L",2,NA,2,NA
kfu0gvrg1o0w,1,2,"F,F;L,L",1,10,5,50
kfu0gvrg1o0w,1,2,"F,F;L,L",2,20,6,50
kfu0gvrg1o0w,1,3,"F,F;L,L",1,95,5,50
kfu0gvrg1o0w,1,3,"F,F;L,L",2,95,6,50
kfu0gvrg1o0w,2,1,"L,L;L,L",1,NA,6,60
kfu0gvrg1o0w,2,1,"L,L;L,L",2,NA,5,60
kfu0gvrg1o0w,2,2,"L,L;L,L",1,70,7,60
kfu0gvrg1o0w,2,2,"L,L;L,L",2,70,7,60
kfu0gvrg1o0w,2,3,"L,L;L,L",1,80,7,60
kfu0gvrg1o0w,2,3,"L,L;L,L",2,80,6,60
kfu0gvrg1o0w,3,1,"F,L;F,L",1,NA,2,NA
kfu0gvrg1o0w,3,1,"F,L;F,L",2,NA,7,50
kfu0gvrg1o0w,3,2,"F,L;F,L",1,30,2,NA
kfu0gvrg1o0w,3,2,"F,L;F,L",2,70,7,60
kfu0gvrg1o0w,3,3,"F,L;F,L",1,40,2,50
kfu0gvrg1o0w,3,3,"F,L;F,L",2,40,7,50
kfu0gvrg1o0w,4,1,"F,L;L,L",1,NA,2,NA
kfu0gvrg1o0w,4,1,"F,L;L,L",2,NA,7,60
kfu0gvrg1o0w,4,2,"F,L;L,L",1,20,5,40
kfu0gvrg1o0w,4,2,"F,L;L,L",2,80,7,60
kfu0gvrg1o0w,4,3,"F,L;L,L",1,60,4,50
kfu0gvrg1o0w,4,3,"F,L;L,L",2,60,7,50
kfu0gvrg1o0w,5,1,"F,F;F,L",1,NA,2,NA
kfu0gvrg1o0w,5,1,"F,F;F,L",2,NA,1,NA
kfu0gvrg1o0w,5,2,"F,F;F,L",1,20,1,NA
kfu0gvrg1o0w,5,2,"F,F;F,L",2,10,2,50
kfu0gvrg1o0w,5,3,"F,F;F,L",1,20,1,NA
kfu0gvrg1o0w,5,3,"F,F;F,L",2,20,2,NA
kfu0gvrg1o0w,6,1,"F,F;F,F",1,NA,1,NA
kfu0gvrg1o0w,6,1,"F,F;F,F",2,NA,1,NA
kfu0gvrg1o0w,6,2,"F,F;F,F",1,10,1,NA
kfu0gvrg1o0w,6,2,"F,F;F,F",2,10,1,NA
kfu0gvrg1o0w,6,3,"F,F;F,F",1,10,1,NA
kfu0gvrg1o0w,6,3,"F,F;F,F",2,10,1,NA
kxzj2mc6y1az,1,1,"F,F;L,L",1,NA,1,NA
kxzj2mc6y1az,1,1,"F,F;L,L",2,NA,1,NA
kxzj2mc6y1az,1,2,"F,F;L,L",1,0,5,100
kxzj2mc6y1az,1,2,"F,F;L,L",2,0,5,100
kxzj2mc6y1az,1,3,"F,F;L,L",1,100,5,100
kxzj2mc6y1az,1,3,"F,F;L,L",2,100,5,100
kxzj2mc6y1az,2,1,"F,L;L,L",1,NA,1,NA
kxzj2mc6y1az,2,1,"F,L;L,L",2,NA,5,50
kxzj2mc6y1az,2,2,"F,L;L,L",1,50,5,100
kxzj2mc6y1az,2,2,"F,L;L,L",2,100,5,50
kxzj2mc6y1az,2,3,"F,L;L,L",1,100,5,100
kxzj2mc6y1az,2,3,"F,L;L,L",2,100,5,50
kxzj2mc6y1az,3,1,"L,L;L,L",1,NA,10,50
kxzj2mc6y1az,3,1,"L,L;L,L",2,NA,5,100
kxzj2mc6y1az,3,2,"L,L;L,L",1,100,10,50
kxzj2mc6y1az,3,2,"L,L;L,L",2,50,5,100
kxzj2mc6y1az,3,3,"L,L;L,L",1,95,10,50
kxzj2mc6y1az,3,3,"L,L;L,L",2,95,5,100
kxzj2mc6y1az,4,1,"F,F;F,L",1,NA,1,NA
kxzj2mc6y1az,4,1,"F,F;F,L",2,NA,1,NA
kxzj2mc6y1az,4,2,"F,F;F,L",1,25,1,NA
kxzj2mc6y1az,4,2,"F,F;F,L",2,25,2,100
kxzj2mc6y1az,4,3,"F,F;F,L",1,25,1,NA
kxzj2mc6y1az,4,3,"F,F;F,L",2,25,5,NA
kxzj2mc6y1az,5,1,"F,L;F,L",1,NA,1,NA
kxzj2mc6y1az,5,1,"F,L;F,L",2,NA,5,50
