"rt","url","trial_type","trial_index","time_elapsed","internal_node_id","encryptedProlificId","studyId","sessionId","expIndex","round1_outcomes","round2_outcomes","round3_outcomes","round1_o","round2_o","round3_o","round1_reward","round2_reward","round3_reward","success","view_history","stimulus","key_press","responses","question_order","datapipe_meta.attributes.date_modified"
"1486","http://localhost:3000/index1?PROLIFIC_PID=REDACTED","external-html",0,1557,"0.0-0.0","GSlU7oOoH6FjLh6qWbsoDDAdQCP2vVXPmBJMH0qJUzK8xRMon+sR5EpnBfEcf9B5ivivqBZUa34mmasNJoB6xKxNBWqcxCA8pjshkzMRmKizfSpavYfotA1GpvQN1Bu/f5yINc4GbCqTgXrHDqOA38fpWDnmwnvgqVnwCXt3HgULS+ZxCnhqdVLNIjR/mdAfc4Cj74NFHhaHo4XqlGNcpoUQDJXA2njDcR+jND3gyuaxH7zjd1+k27m+Zm7FAfuczqtjgTQXqsq33XQQrRqM3BYS0xVzssaIO4orku22iZ2k6i1Fi5/ySMAIt9IjCz62w+yvyJMinUGmTjTfSYdXGg==",NA,NA,"index1","<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:red'>Fail","<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:red'>Fail","<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift","0,0,1,1,0,0,0,0,1,0,1,0","0,0,1,1,1,1,1,0,1,1,1,0","0,1,1,0,1,1",10,20,20,"","",NA,"","","",2025-11-18 23:20:08
"","http://localhost:3000/index1?PROLIFIC_PID=REDACTED","fullscreen",1,3632,"0.0-1.0","GSlU7oOoH6FjLh6qWbsoDDAdQCP2vVXPmBJMH0qJUzK8xRMon+sR5EpnBfEcf9B5ivivqBZUa34mmasNJoB6xKxNBWqcxCA8pjshkzMRmKizfSpavYfotA1GpvQN1Bu/f5yINc4GbCqTgXrHDqOA38fpWDnmwnvgqVnwCXt3HgULS+ZxCnhqdVLNIjR/mdAfc4Cj74NFHhaHo4XqlGNcpoUQDJXA2njDcR+jND3gyuaxH7zjd1+k27m+Zm7FAfuczqtjgTQXqsq33XQQrRqM3BYS0xVzssaIO4orku22iZ2k6i1Fi5/ySMAIt9IjCz62w+yvyJMinUGmTjTfSYdXGg==",NA,NA,"index1","<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:red'>Fail","<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:red'>Fail","<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift","0,0,1,1,0,0,0,0,1,0,1,0","0,0,1,1,1,1,1,0,1,1,1,0","0,1,1,0,1,1",10,20,20,"true","",NA,"","","",2025-11-18 23:20:08
"39154","http://localhost:3000/index1?PROLIFIC_PID=REDACTED","instructions",2,42789,"0.0-2.0","GSlU7oOoH6FjLh6qWbsoDDAdQCP2vVXPmBJMH0qJUzK8xRMon+sR5EpnBfEcf9B5ivivqBZUa34mmasNJoB6xKxNBWqcxCA8pjshkzMRmKizfSpavYfotA1GpvQN1Bu/f5yINc4GbCqTgXrHDqOA38fpWDnmwnvgqVnwCXt3HgULS+ZxCnhqdVLNIjR/mdAfc4Cj74NFHhaHo4XqlGNcpoUQDJXA2njDcR+jND3gyuaxH7zjd1+k27m+Zm7FAfuczqtjgTQXqsq33XQQrRqM3BYS0xVzssaIO4orku22iZ2k6i1Fi5/ySMAIt9IjCz62w+yvyJMinUGmTjTfSYdXGg==",NA,NA,"index1","<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:red'>Fail","<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:red'>Fail","<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift","0,0,1,1,0,0,0,0,1,0,1,0","0,0,1,1,1,1,1,0,1,1,1,0","0,1,1,0,1,1",10,20,20,"","[{""page_index"":0,""viewing_time"":2156},{""page_index"":1,""viewing_time"":515},{""page_index"":2,""viewing_time"":351},{""page_index"":3,""viewing_time"":517},{""page_index"":4,""viewing_time"":984},{""page_index"":5,""viewing_time"":1133},{""page_index"":6,""viewing_time"":33498}]",NA,"","","",2025-11-18 23:20:08
"null","http://localhost:3000/index1?PROLIFIC_PID=REDACTED","html-keyboard-response",3,43795,"0.0-3.0","GSlU7oOoH6FjLh6qWbsoDDAdQCP2vVXPmBJMH0qJUzK8xRMon+sR5EpnBfEcf9B5ivivqBZUa34mmasNJoB6xKxNBWqcxCA8pjshkzMRmKizfSpavYfotA1GpvQN1Bu/f5yINc4GbCqTgXrHDqOA38fpWDnmwnvgqVnwCXt3HgULS+ZxCnhqdVLNIjR/mdAfc4Cj74NFHhaHo4XqlGNcpoUQDJXA2njDcR+jND3gyuaxH7zjd1+k27m+Zm7FAfuczqtjgTQXqsq33XQQrRqM3BYS0xVzssaIO4orku22iZ2k6i1Fi5/ySMAIt9IjCz62w+yvyJMinUGmTjTfSYdXGg==",NA,NA,"index1","<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:red'>Fail","<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:red'>Fail","<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift","0,0,1,1,0,0,0,0,1,0,1,0","0,0,1,1,1,1,1,0,1,1,1,0","0,1,1,0,1,1",10,20,20,"","",NA,"null","","",2025-11-18 23:20:08
"5511","http://localhost:3000/index1?PROLIFIC_PID=REDACTED","survey-multi-choice",4,49308,"0.0-4.0","GSlU7oOoH6FjLh6qWbsoDDAdQCP2vVXPmBJMH0qJUzK8xRMon+sR5EpnBfEcf9B5ivivqBZUa34mmasNJoB6xKxNBWqcxCA8pjshkzMRmKizfSpavYfotA1GpvQN1Bu/f5yINc4GbCqTgXrHDqOA38fpWDnmwnvgqVnwCXt3HgULS+ZxCnhqdVLNIjR/mdAfc4Cj74NFHhaHo4XqlGNcpoUQDJXA2njDcR+jND3gyuaxH7zjd1+k27m+Zm7FAfuczqtjgTQXqsq33XQQrRqM3BYS0xVzssaIO4orku22iZ2k6i1Fi5/ySMAIt9IjCz62w+yvyJMinUGmTjTfSYdXGg==",NA,NA,"index1","<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:red'>Fail","<span style='color:red'>Fail,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:red'>Fail","<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift,<span style='color:red'>Fail,<span style='color:green'>Lift,<span style='color:green'>Lift","0,0,1,1,0,0,0,0,1,0,1,0","0,0,1,1,1,1,1,0,1,1,1,0","0,1,1,0,1,1",10,20,20,"","",NA,"","{""Q0"":""It consists of multiple contests, each contest with one round."",""Q1"":""When a new contest begins."",""Q2"":""The box weight changes across contests, but not across rounds within each contest."",""Q3"":""They will split the $20, that is $10 for each."",""Q4"":""How close my guesses are to the actual outcome.""}","[0,1,2,3,4]",2025-11-18 23:20:08
